TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT3G58300	-0.04969	-0.04969	-0.04969	0.05556	-0.07955	seed.coat.all
AT4G18425	0.05556	0.05556	0.02222	-0.28571	-0.03571	seed.coat.all
AT5G09990	-0.03846	-0.03846	-0.03846	-0.03846	-0.03846	seed.coat.all
AT1G53600	-0.00258	-0.04915	-0.05051	-0.06067	-0.03968	seed.coat.all
AT5G43120	-0.15955	-0.03846	-0.03736	0.07843	-0.05017	seed.coat.all
AT1G74055	0.09167	-0.07500	-0.07500	-0.07500	-0.07500	seed.coat.all
AT1G32450	0.03668	-0.10244	0.02974	-0.18695	0.01435	seed.coat.all
AT1G21950	-0.09884	0.00000	0.00000	-0.09884	-0.01550	seed.coat.all
AT5G47920	-0.06944	-0.12500	-0.12500	0.17500	-0.06944	seed.coat.all
AT2G33310	0.17972	0.17972	0.19758	-0.38889	-0.38889	seed.coat.all
AT1G15530	-0.05714	-0.12381	0.07885	-0.05975	-0.05975	seed.coat.all
AT2G26320	0.02273	-0.22727	-0.06512	0.02273	0.02273	seed.coat.all
AT1G20530	-0.03608	-0.22292	-0.02577	0.09439	-0.03535	seed.coat.all
AT3G02140	-0.16044	-0.02597	-0.16044	0.05882	0.05882	seed.coat.all
AT5G42720	-0.14684	-0.02321	-0.03000	-0.03486	-0.00556	seed.coat.all
AT1G65480	-0.11429	-0.01515	0.08333	-0.18182	-0.01515	seed.coat.all
AT5G56510	-0.10073	-0.10073	-0.08175	0.14024	-0.10073	seed.coat.all
AT5G63730	-0.09559	0.02326	-0.16017	0.02941	-0.04202	seed.coat.all
AT5G19875	-0.06250	0.06667	-0.13333	-0.06250	-0.06250	seed.coat.all
AT4G13380	-0.02997	0.01748	-0.01282	-0.19136	-0.03846	seed.coat.all
AT5G41450	-0.09211	0.00439	-0.11111	0.06667	-0.12895	seed.coat.all
AT2G31760	-0.18593	-0.04594	0.09694	-0.13000	0.00338	seed.coat.all
AT5G47160	0.04762	-0.11905	-0.11905	-0.11905	0.04762	seed.coat.all
AT1G68380	-0.08179	0.10843	-0.01250	-0.05882	-0.21914	seed.coat.all
AT3G16160	-0.15777	-0.15385	-0.07843	0.19615	-0.07051	seed.coat.all
AT5G54130	-0.01429	-0.08095	-0.02540	-0.11892	-0.02540	seed.coat.all
AT4G18870	-0.21030	-0.07540	-0.09762	0.03571	0.08088	seed.coat.all
AT4G00890	-0.04453	-0.08625	-0.05317	-0.09958	0.00850	seed.coat.all
AT2G23950	-0.07801	0.05806	0.05806	-0.07527	-0.24468	seed.coat.all
AT1G08860	-0.02206	0.01961	0.01961	-0.14706	-0.15217	seed.coat.all
AT3G20860	-0.01333	-0.02366	-0.08809	-0.17380	0.01667	seed.coat.all
AT4G16790	-0.07239	-0.09084	-0.05287	-0.01288	-0.06575	seed.coat.all
AT2G22190	-0.08000	-0.08000	0.01812	-0.07692	-0.08000	seed.coat.all
AT5G41680	-0.01370	-0.06448	-0.08909	-0.08910	-0.05145	seed.coat.all
AT5G49050	-0.11905	0.00000	0.04762	-0.11905	-0.11905	seed.coat.all
AT2G32780	0.06181	-0.08223	-0.02540	-0.08113	-0.18827	seed.coat.all
AT4G33390	0.11905	-0.22222	0.22248	-0.21785	-0.21785	seed.coat.all
AT4G24450	-0.09431	-0.06414	-0.06907	-0.01351	-0.08214	seed.coat.all
AT4G09080	-0.14570	0.23551	-0.12500	-0.10357	-0.18611	seed.coat.all
AT2G23570	0.00000	-0.04545	0.16667	-0.30303	-0.14545	seed.coat.all
AT4G36710	-0.07485	-0.06322	-0.05629	-0.07255	-0.06244	seed.coat.all
AT1G03170	-0.08527	-0.08527	-0.16860	0.09091	-0.08527	seed.coat.all
AT5G25580	-0.11111	0.05696	-0.10970	-0.06667	-0.11111	seed.coat.all
AT3G04370	-0.00391	0.09274	-0.05000	-0.34098	-0.04237	seed.coat.all
AT4G02940	-0.02437	-0.14572	-0.16486	-0.13016	0.12024	seed.coat.all
AT3G14560	-0.12121	-0.20455	-0.12121	0.04545	0.04545	seed.coat.all
AT3G17690	-0.02756	0.13911	-0.19841	-0.24603	-0.02756	seed.coat.all
AT1G56210	-0.10185	-0.01473	-0.08616	-0.02558	-0.13675	seed.coat.all
AT5G12330	-0.40854	0.14146	0.09146	-0.14103	-0.05854	seed.coat.all
AT3G24220	0.07092	0.07092	-0.19574	-0.39574	0.07092	seed.coat.all
AT2G34890	-0.14601	-0.40000	0.02066	0.12066	0.02066	seed.coat.all
AT2G23260	-0.10209	-0.08571	-0.15352	0.08095	-0.12516	seed.coat.all
AT1G69190	-0.14943	-0.06150	-0.00321	-0.17507	0.00071	seed.coat.all
AT1G73010	-0.03333	-0.05921	-0.05921	-0.03333	-0.20732	seed.coat.all
AT3G28007	-0.20870	-0.12500	-0.10870	0.15000	-0.12500	seed.coat.all
AT2G41550	-0.00909	-0.16667	-0.06676	0.00000	-0.17610	seed.coat.all
AT5G17980	-0.05650	-0.07401	-0.11235	-0.09939	-0.07862	seed.coat.all
AT4G21080	0.11224	-0.10407	-0.17308	-0.04009	-0.22593	seed.coat.all
AT5G54730	0.08696	0.03082	-0.14941	-0.01639	-0.38655	seed.coat.all
AT4G13690	-0.07839	-0.03543	-0.07181	-0.12500	-0.12500	seed.coat.all
AT5G47370	-0.04762	-0.14286	-0.21111	-0.02093	-0.02093	seed.coat.all
AT4G15040	-0.03158	-0.12995	-0.17598	0.00943	-0.11867	seed.coat.all
AT4G29100	-0.01075	-0.17647	-0.07742	-0.17742	-0.00980	seed.coat.all
AT4G40010	0.01550	-0.27442	-0.05116	-0.15909	0.01550	seed.coat.all
AT3G42860	-0.06977	-0.17647	0.00353	-0.14790	-0.07143	seed.coat.all
AT3G06360	-0.17857	-0.15909	-0.32500	0.09091	0.10870	seed.coat.all
AT1G11710	-0.23214	-0.19643	-0.14881	0.18919	-0.08214	seed.coat.all
AT1G26450	0.03876	-0.12791	-0.12791	-0.12791	-0.12791	seed.coat.all
AT3G56520	-0.11220	-0.07143	0.00000	-0.11220	-0.17886	seed.coat.all
AT5G48390	-0.05340	-0.15172	-0.04950	-0.05556	-0.17840	seed.coat.all
AT2G36190	-0.13291	-0.13291	0.03846	-0.13291	-0.13291	seed.coat.all
AT2G30380	-0.22017	0.07741	-0.08926	-0.17259	-0.08926	seed.coat.all
AT5G66660	-0.16494	-0.07668	-0.05507	-0.02174	-0.17563	seed.coat.all
AT3G05170	-0.22727	-0.05208	-0.22727	0.07273	-0.06061	seed.coat.all
AT3G13730	-0.10000	-0.10000	-0.10000	-0.09722	-0.10000	seed.coat.all
AT3G02940	-0.10000	-0.10000	-0.10000	-0.10000	-0.10000	seed.coat.all
AT2G37330	-0.13690	-0.13690	-0.19048	-0.06061	0.02273	seed.coat.all
AT5G03610	-0.25926	-0.08333	-0.00926	0.10714	-0.25926	seed.coat.all
AT5G03510	-0.07500	-0.18537	-0.08537	-0.08140	-0.08537	seed.coat.all
AT1G76990	0.06410	-0.26923	-0.01471	-0.27358	-0.01923	seed.coat.all
AT5G19710	-0.33714	-0.08333	-0.13095	-0.05833	0.08621	seed.coat.all
AT2G41230	-0.07143	-0.23810	-0.07143	-0.07143	-0.07143	seed.coat.all
AT3G66656	-0.10606	-0.10606	-0.10606	-0.10606	-0.10606	seed.coat.all
AT3G54390	-0.14000	-0.14000	-0.14000	0.02667	-0.14000	seed.coat.all
AT3G23870	-0.12355	0.01754	-0.17117	-0.32927	0.05921	seed.coat.all
AT5G25770	-0.13333	-0.06522	-0.11360	-0.07143	-0.16783	seed.coat.all
AT1G73850	-0.03158	-0.29825	-0.29825	0.03509	0.03509	seed.coat.all
AT5G42120	-0.15132	-0.21196	-0.11290	-0.00714	-0.08754	seed.coat.all
AT5G13880	-0.16757	0.04118	-0.05882	-0.23423	-0.16757	seed.coat.all
AT4G23410	-0.25556	-0.25556	0.04444	0.04444	-0.17273	seed.coat.all
AT1G08940	-0.23171	-0.04762	-0.04762	-0.22093	-0.06504	seed.coat.all
AT5G04080	-0.12500	-0.12500	-0.12500	-0.12500	-0.12500	seed.coat.all
AT3G16330	0.00667	-0.16000	-0.32667	-0.16000	0.00667	seed.coat.all
AT3G48770	-0.12963	0.22414	-0.14228	-0.41250	-0.17631	seed.coat.all
AT2G20540	-0.03571	-0.13571	-0.13571	-0.20238	-0.13571	seed.coat.all
AT4G14010	-0.05114	-0.25134	-0.04464	-0.11842	-0.18788	seed.coat.all
AT1G77405	-0.28056	-0.01389	0.05974	-0.34722	-0.07606	seed.coat.all
AT5G03920	-0.16017	-0.06250	-0.12258	-0.14583	-0.16964	seed.coat.all
AT3G25855	-0.21667	-0.16667	-0.16883	-0.02597	-0.08333	seed.coat.all
AT4G14930	-0.09109	-0.13636	-0.17442	-0.08182	-0.18182	seed.coat.all
AT5G50750	0.00000	0.08333	-0.16667	-0.16667	-0.41667	seed.coat.all
AT3G22920	-0.20000	-0.20000	-0.01709	-0.06429	-0.19577	seed.coat.all
AT5G45920	-0.16667	0.05161	-0.21121	-0.23333	-0.11982	seed.coat.all
AT2G38490	-0.19900	-0.11567	-0.06567	-0.19900	-0.11567	seed.coat.all
AT3G03240	-0.06209	-0.07919	-0.11765	-0.38974	-0.06061	seed.coat.all
AT5G49660	-0.13690	-0.04368	-0.21329	-0.21034	-0.11034	seed.coat.all
AT4G20270	0.00100	-0.26073	-0.05057	-0.28867	-0.11724	seed.coat.all
AT5G19700	-0.14384	-0.31050	-0.14384	-0.14384	0.02283	seed.coat.all
AT3G46690	-0.10920	-0.13743	-0.18452	-0.10440	-0.18506	seed.coat.all
AT1G60030	-0.14375	-0.03922	-0.15144	-0.23438	-0.15650	seed.coat.all
AT3G62930	-0.14706	-0.14706	-0.14706	-0.14706	-0.14706	seed.coat.all
AT3G57510	-0.16364	-0.25439	-0.15926	0.00000	-0.16364	seed.coat.all
AT1G26560	-0.04710	-0.04710	-0.30000	-0.30000	-0.05000	seed.coat.all
AT1G63960	-0.08081	-0.08081	-0.14444	-0.30159	-0.13675	seed.coat.all
AT3G47120	-0.18182	-0.12121	-0.18182	-0.07955	-0.18182	seed.coat.all
AT5G08350	-0.15000	-0.15000	-0.15000	-0.15000	-0.15000	seed.coat.all
AT2G17650	-0.23626	-0.19746	-0.10427	-0.04333	-0.16946	seed.coat.all
AT4G09960	-0.20833	-0.06957	-0.06364	-0.20290	-0.20833	seed.coat.all
AT2G40880	-0.11111	-0.11111	-0.11111	-0.11111	-0.31373	seed.coat.all
AT5G61480	-0.28166	-0.00588	0.01342	-0.20621	-0.28166	seed.coat.all
AT2G47560	-0.13369	-0.15966	-0.16667	-0.15966	-0.15966	seed.coat.all
AT2G18550	-0.16667	-0.16667	-0.16667	0.01429	-0.30000	seed.coat.all
AT1G75290	-0.33491	0.09220	-0.07447	-0.09259	-0.39259	seed.coat.all
AT1G53110	-0.14423	-0.18095	-0.13095	-0.21429	-0.13462	seed.coat.all
AT4G27420	-0.15476	-0.27976	-0.25476	0.10294	-0.22619	seed.coat.all
AT1G65640	-0.21429	-0.22727	0.03086	-0.24412	-0.16064	seed.coat.all
AT1G16980	-0.24046	-0.15443	-0.07895	-0.13283	-0.21617	seed.coat.all
AT4G37050	-0.21795	-0.21795	0.03947	-0.21795	-0.21795	seed.coat.all
AT5G26731	-0.15385	-0.16667	-0.16667	0.01282	-0.35897	seed.coat.all
AT5G13180	-0.15152	-0.15152	-0.06818	-0.32609	-0.15152	seed.coat.all
AT2G21780	-0.19643	-0.26667	-0.14286	-0.22222	-0.03333	seed.coat.all
AT1G23870	-0.13109	-0.13109	-0.12644	-0.47101	-0.01998	seed.coat.all
AT2G40900	-0.24359	-0.32692	-0.32692	-0.07692	0.08974	seed.coat.all
AT4G14090	-0.08502	-0.10256	-0.08173	-0.49351	-0.14967	seed.coat.all
AT1G72000	-0.22292	-0.42292	-0.02292	-0.02292	-0.22292	seed.coat.all
AT2G30080	-0.13333	-0.13768	-0.13768	-0.30851	-0.20000	seed.coat.all
AT5G53320	-0.37069	-0.21628	-0.10749	-0.12069	-0.11628	seed.coat.all
AT5G47150	-0.15349	-0.20977	-0.16182	-0.23127	-0.17555	seed.coat.all
AT3G21420	-0.02083	-0.18750	-0.18750	-0.18750	-0.35417	seed.coat.all
AT3G54420	-0.05333	-0.22549	-0.22549	-0.22000	-0.22549	seed.coat.all
AT1G61660	-0.22222	-0.14379	-0.14379	-0.30556	-0.13450	seed.coat.all
AT5G20860	-0.39794	-0.09574	-0.19794	0.07904	-0.34184	seed.coat.all
AT3G12960	-0.19231	-0.19231	-0.19231	-0.19231	-0.19231	seed.coat.all
AT2G20170	-0.20698	-0.20230	-0.07364	-0.25000	-0.23810	seed.coat.all
AT1G07640	-0.23043	-0.36702	-0.13043	-0.03043	-0.23043	seed.coat.all
AT1G06225	-0.24561	-0.17895	-0.24561	-0.07895	-0.24561	seed.coat.all
AT4G31730	-0.13333	-0.30000	-0.30000	-0.13333	-0.13333	seed.coat.all
AT1G80320	-0.33036	-0.10976	-0.14205	-0.32386	-0.10976	seed.coat.all
AT1G76220	-0.16410	-0.06410	-0.32500	-0.17500	-0.32500	seed.coat.all
AT5G35660	-0.17901	-0.34959	-0.17901	-0.17901	-0.17901	seed.coat.all
AT5G04890	-0.29231	-0.23485	-0.29231	-0.15152	-0.11731	seed.coat.all
AT2G07680	-0.32381	-0.25179	-0.24306	-0.13279	-0.14208	seed.coat.all
AT2G39830	-0.22727	-0.22727	-0.22727	-0.22222	-0.22727	seed.coat.all
AT4G39780	-0.20629	-0.30519	-0.27132	-0.27083	-0.09091	seed.coat.all
AT3G13780	-0.21114	-0.21114	-0.17727	-0.31720	-0.23387	seed.coat.all
AT2G24260	-0.27451	-0.17143	-0.15972	-0.27451	-0.27451	seed.coat.all
AT3G54950	-0.26667	-0.06176	-0.16176	-0.33333	-0.33333	seed.coat.all
AT1G70920	-0.07018	-0.35000	-0.23684	-0.25000	-0.25000	seed.coat.all
AT5G51810	-0.41667	-0.25000	0.00000	-0.07752	-0.41667	seed.coat.all
AT5G10220	-0.24583	-0.14583	-0.31250	-0.14583	-0.31250	seed.coat.all
AT4G09890	-0.16667	-0.16667	-0.16667	-0.33333	-0.33333	seed.coat.all
AT2G32510	-0.25490	-0.24806	-0.33824	-0.07471	-0.25490	seed.coat.all
AT2G27240	-0.38380	-0.23380	-0.30047	-0.30047	0.03286	seed.coat.all
AT3G53230	-0.23810	-0.40476	-0.15385	-0.15385	-0.23810	seed.coat.all
AT3G18560	-0.26042	-0.34375	-0.26042	-0.09375	-0.26042	seed.coat.all
AT2G21560	-0.23548	-0.26190	-0.29263	-0.17857	-0.26190	seed.coat.all
AT2G44810	-0.14860	-0.14860	-0.34091	-0.30392	-0.30392	seed.coat.all
AT2G35300	-0.25000	-0.25000	-0.25000	-0.25000	-0.25000	seed.coat.all
AT1G49740	-0.22689	-0.22689	-0.22689	-0.35574	-0.24026	seed.coat.all
AT3G56360	-0.22894	-0.22894	-0.26190	-0.30586	-0.26190	seed.coat.all
AT4G37650	-0.40000	-0.30000	-0.23333	-0.23129	-0.15000	seed.coat.all
AT5G50820	-0.26471	-0.26471	-0.26471	-0.26471	-0.26471	seed.coat.all
AT1G71050	-0.38636	-0.08333	-0.38636	-0.25000	-0.27536	seed.coat.all
AT1G47810	-0.37500	-0.37500	-0.41964	-0.12745	-0.10176	seed.coat.all
AT1G78110	-0.23684	-0.23684	-0.35676	-0.21795	-0.35676	seed.coat.all
AT2G19550	-0.33974	-0.18974	-0.13191	-0.33974	-0.42308	seed.coat.all
AT1G13040	-0.41667	-0.38095	-0.16154	-0.16667	-0.33333	seed.coat.all
AT2G34140	-0.36232	-0.29630	-0.29630	-0.29630	-0.22727	seed.coat.all
AT5G02490	-0.20000	-0.36667	-0.53333	-0.19850	-0.20000	seed.coat.all
AT5G40970	-0.30000	-0.30000	-0.30000	-0.30000	-0.30000	seed.coat.all
AT5G56640	-0.37143	-0.37568	-0.21759	-0.18841	-0.35238	seed.coat.all
AT3G61900	-0.28750	-0.35417	-0.35417	-0.18750	-0.35417	seed.coat.all
AT1G30080	-0.41216	-0.26216	-0.16216	-0.32883	-0.41216	seed.coat.all
AT1G70290	-0.32090	-0.23923	-0.26399	-0.21955	-0.57482	seed.coat.all
AT5G40980	-0.35714	-0.35714	-0.35714	-0.35714	-0.19048	seed.coat.all
AT3G03400	-0.40000	-0.40000	-0.43333	-0.10000	-0.31429	seed.coat.all
AT3G55060	-0.40771	-0.21692	-0.37886	-0.37950	-0.31049	seed.coat.all
AT4G24060	-0.45045	-0.28378	-0.45045	-0.28378	-0.28378	seed.coat.all
AT1G29160	-0.15686	-0.49020	-0.32353	-0.49020	-0.32353	seed.coat.all
AT3G17600	-0.37500	-0.37500	-0.37500	-0.37500	-0.37500	seed.coat.all
AT5G54660	-0.38095	-0.46429	-0.38095	-0.21429	-0.46429	seed.coat.all
AT4G33560	-0.54167	-0.26667	-0.41667	-0.41667	-0.33158	seed.coat.all
AT2G47750	-0.35897	-0.52564	-0.40659	-0.35021	-0.49231	seed.coat.all
AT5G02030	-0.64286	-0.28571	-0.38571	-0.53571	-0.35714	seed.coat.all
AT5G35770	-0.33099	-0.49099	-0.49099	-0.57432	-0.57432	seed.coat.all
AT3G22240	-0.64615	-0.64615	-0.64615	-0.43590	-0.64615	seed.coat.all
AT1G09950	0.21515	0.30903	0.33868	0.36458	0.27986	stem
AT2G38250	0.18841	0.29545	0.32174	0.32000	0.34545	stem
AT1G52200	0.15000	0.25000	0.40000	0.31667	0.15000	stem
AT1G22500	0.24147	0.24147	0.24147	0.24147	0.24147	stem
AT1G17950	0.15000	0.30357	0.27094	0.16379	0.26190	stem
AT1G07120	0.06250	0.31923	0.22917	0.36923	0.16923	stem
AT2G03760	0.13420	0.23178	0.20238	0.19898	0.29713	stem
AT5G50450	0.24675	0.15000	0.12857	0.15625	0.27650	stem
AT1G10585	0.30000	0.30000	0.30000	-0.16667	0.15000	stem
AT2G31110	0.21341	0.21341	0.13008	0.13008	0.13008	stem
AT1G29460	0.17949	0.17949	0.17949	0.26282	0.01282	stem
AT1G69050	0.03030	0.20000	0.03030	0.23333	0.16364	stem
AT4G18640	0.20964	0.13577	0.18815	-0.09524	0.17434	stem
AT1G47485	0.16176	0.05556	0.05556	0.05556	0.21176	stem
AT1G02950	0.08974	0.17308	0.08974	0.04000	0.08974	stem
AT5G43880	0.14494	-0.02389	0.16229	0.18382	-0.01379	stem
AT4G39320	0.05426	0.05072	0.05426	0.21739	0.05072	stem
AT2G46770	0.00000	0.16667	0.09091	0.08333	0.08333	stem
AT2G45900	0.10833	0.20833	0.10504	-0.12223	0.10833	stem
AT3G06370	0.01878	0.23302	0.21143	-0.15854	0.07231	stem
AT1G70000	0.05455	0.12121	0.08612	-0.01709	0.12121	stem
AT3G09020	0.19710	0.05642	0.25361	-0.07317	-0.07317	stem
AT5G64770	0.07143	0.07143	0.07143	0.07143	0.07143	stem
AT2G22920	0.01224	0.05458	0.14674	0.09667	0.02525	stem
AT1G73040	0.16667	0.16667	0.00000	0.00000	0.00000	stem
AT4G34600	-0.07143	0.02381	0.02381	0.12500	0.20000	stem
AT2G31900	0.04499	0.04582	-0.00709	0.12903	0.07895	stem
AT1G04680	0.05195	0.04286	0.04035	0.07619	0.07403	stem
AT1G54790	-0.14516	0.19749	0.12500	0.24311	-0.14516	stem
AT1G15580	0.13462	0.05128	-0.01538	0.05128	0.05128	stem
AT1G62560	-0.02366	0.06232	0.09188	0.10390	0.03810	stem
AT2G30490	0.05423	0.04129	0.06049	0.02493	0.05679	stem
AT1G31720	0.05882	0.12404	0.03251	-0.01270	0.02941	stem
AT1G77700	0.12143	0.03810	0.00000	0.02778	0.02778	stem
AT2G24330	0.00847	-0.09153	0.10847	0.17514	0.00847	stem
AT1G48320	0.20909	0.03409	0.20909	-0.14000	-0.14000	stem
AT1G09610	0.20714	-0.05556	-0.05556	-0.05556	0.11111	stem
AT1G30900	0.08117	0.05259	0.10686	-0.14667	0.03871	stem
AT5G14090	0.02174	-0.14583	0.02083	0.02083	0.19858	stem
AT4G22980	-0.00065	-0.01176	-0.02086	0.15000	-0.00714	stem
AT4G23496	-0.04545	0.12121	-0.04545	0.12121	-0.04545	stem
AT1G56600	0.03571	0.03571	0.05000	0.03571	-0.05674	stem
AT1G74650	0.02000	0.18667	-0.14667	0.02000	0.02000	stem
AT1G13670	-0.03448	-0.03448	0.13218	-0.03448	0.06552	stem
AT4G10390	0.06696	0.02273	-0.06306	0.05813	0.00000	stem
AT5G25440	0.21429	-0.05319	-0.05102	-0.13435	0.10667	stem
AT3G29035	0.02632	0.05238	0.02331	-0.02944	0.00061	stem
AT3G43430	-0.05000	0.00000	-0.08750	-0.05854	0.25298	stem
AT1G09440	0.02516	0.02516	0.02516	0.02516	-0.05385	stem
AT2G21850	0.00116	0.02730	0.00496	0.02074	-0.02289	stem
AT4G38400	-0.02381	0.14286	0.14286	-0.03488	-0.20155	stem
AT2G43620	0.00862	0.01316	-0.07471	0.06316	0.01316	stem
AT3G50260	-0.04167	-0.03333	0.02357	0.05000	0.02357	stem
AT4G38580	-0.02941	-0.02941	0.13725	-0.02941	-0.02941	stem
AT2G27820	-0.01786	-0.01786	0.02306	0.10276	-0.07555	stem
AT2G34410	0.06000	-0.02571	0.06000	-0.14000	0.06000	stem
AT5G60490	-0.15957	0.15556	0.15556	-0.16667	0.01449	stem
AT2G40890	-0.07104	0.01667	0.01667	-0.07104	0.10000	stem
AT4G31140	-0.21154	-0.03922	0.09412	0.08846	0.00840	stem
AT1G05310	-0.08421	0.06579	-0.01754	-0.01754	-0.01333	stem
AT4G08300	-0.17308	0.12759	0.00874	-0.01667	-0.01852	stem
AT2G41010	-0.02517	0.02976	0.09091	-0.06667	-0.10210	stem
AT3G44720	-0.02148	-0.02518	-0.01063	-0.01135	-0.00471	stem
AT1G80730	-0.34459	-0.08333	0.10784	0.16667	0.07207	stem
AT2G37110	0.08333	-0.06667	0.08333	-0.18571	0.00000	stem
AT1G31710	0.00776	-0.00327	-0.03757	-0.07479	-0.00179	stem
AT2G28110	0.12088	0.07326	0.03159	-0.34341	0.00659	stem
AT1G71970	0.17857	-0.24806	0.11905	-0.08140	-0.08140	stem
AT5G07700	0.10759	-0.14744	-0.06410	-0.15260	0.10759	stem
AT5G16600	-0.06079	-0.11436	-0.12500	0.11064	0.02083	stem
AT3G15540	-0.12414	0.02586	0.02586	0.02586	-0.12414	stem
AT1G21450	-0.02479	-0.02977	-0.02977	-0.04058	-0.05111	stem
AT1G63120	-0.06818	-0.06250	-0.06250	0.01754	-0.00298	stem
AT1G70850	-0.18571	-0.18571	0.06061	0.14375	-0.01905	stem
AT1G69440	-0.09150	-0.26159	0.11370	-0.09150	0.14389	stem
AT5G10520	-0.13333	-0.30601	0.02874	0.11066	0.11066	stem
AT5G52760	0.04545	0.04545	0.04545	-0.20455	-0.12121	stem
AT1G53840	-0.05263	-0.09430	0.00797	0.03947	-0.09430	stem
AT3G09520	0.05764	-0.09790	-0.06918	-0.00482	-0.09167	stem
AT1G17620	-0.02778	-0.08333	0.05952	-0.24848	0.09259	stem
AT3G15050	-0.09259	-0.09259	-0.03704	-0.09259	0.10417	stem
AT2G30060	-0.01500	-0.16667	0.11000	-0.16667	0.02667	stem
AT3G15450	-0.07500	-0.07500	-0.07895	0.09167	-0.07500	stem
AT5G05390	0.02491	-0.16604	-0.08200	0.00446	-0.01515	stem
AT2G40120	0.00806	-0.11099	0.04615	-0.14219	-0.03571	stem
AT5G12340	-0.11290	0.10138	0.10138	-0.21290	-0.11290	stem
AT1G31320	-0.01786	-0.01786	0.05000	-0.23333	-0.01786	stem
AT1G78950	-0.22478	0.09655	-0.10345	-0.10345	0.09655	stem
AT1G79620	-0.02982	-0.03182	-0.03182	-0.11515	-0.03182	stem
AT4G17220	-0.04852	-0.09685	-0.01852	-0.03571	-0.04852	stem
AT3G48185	-0.17308	-0.17308	-0.08974	0.09259	0.09259	stem
AT1G63030	-0.11429	-0.04762	-0.00370	-0.04762	-0.04762	stem
AT4G38560	-0.16037	-0.18715	-0.18715	0.27632	-0.00303	stem
AT3G61200	-0.05556	-0.13889	-0.13889	0.11111	-0.05556	stem
AT1G21830	0.06250	-0.02083	0.08333	-0.20588	-0.20588	stem
AT2G38120	-0.01852	-0.12963	-0.05195	-0.04852	-0.05195	stem
AT3G61980	-0.02000	-0.12000	-0.14167	0.00000	-0.02000	stem
AT5G17420	-0.02667	-0.03833	-0.01522	-0.06594	-0.15625	stem
AT1G64390	-0.08748	-0.04482	-0.08378	-0.11228	0.00713	stem
AT1G52720	-0.14674	-0.02174	-0.14674	0.13636	-0.14674	stem
AT5G59540	-0.09615	-0.22917	-0.10417	-0.10417	0.20385	stem
AT1G10340	0.02476	0.01833	-0.08696	-0.32143	0.02969	stem
AT4G21440	-0.14151	-0.21294	0.08776	-0.23636	0.16553	stem
AT1G80510	-0.07104	0.01667	0.01667	-0.23770	-0.06667	stem
AT5G54690	-0.12931	-0.08333	-0.04167	-0.01043	-0.07755	stem
AT1G32770	0.04695	-0.11972	-0.11972	-0.12500	-0.02500	stem
AT2G40130	-0.02941	-0.02899	-0.12250	-0.19565	0.02070	stem
AT2G29130	0.18167	-0.14574	0.01299	-0.21250	-0.21605	stem
AT2G14750	0.18235	0.03810	-0.02016	-0.29524	-0.29524	stem
AT4G17490	-0.08712	-0.06719	-0.08263	-0.10101	-0.07879	stem
AT1G03620	-0.22727	-0.04762	-0.04762	-0.04762	-0.04762	stem
AT5G46340	0.04444	-0.07460	-0.11985	-0.29121	0.01348	stem
AT4G28400	-0.10345	-0.03202	-0.10345	-0.10000	-0.10000	stem
AT3G24450	-0.08824	-0.08824	-0.08824	-0.08824	-0.08824	stem
AT2G27080	-0.13663	-0.17829	-0.08306	-0.11163	0.05980	stem
AT3G18660	-0.08683	-0.08056	-0.08428	-0.09855	-0.10101	stem
AT5G21105	-0.17051	-0.45897	0.13126	-0.07246	0.10588	stem
AT1G32050	-0.06182	-0.15273	-0.08462	-0.05185	-0.13462	stem
AT2G31200	0.07143	0.00905	-0.36275	-0.30000	0.07143	stem
AT2G32290	-0.25000	-0.03957	0.01144	-0.17647	-0.05720	stem
AT3G48970	-0.13333	0.00000	0.00000	-0.20000	-0.20000	stem
AT1G75800	-0.15217	0.00709	0.00709	-0.33333	-0.07391	stem
AT5G57520	-0.18421	-0.18421	0.17500	-0.18421	-0.18421	stem
AT2G16630	-0.18085	-0.18085	-0.00725	-0.18085	-0.01418	stem
AT2G44300	-0.04167	-0.33824	-0.08140	-0.03000	-0.09459	stem
AT3G09760	-0.20290	-0.10874	-0.03731	-0.03623	-0.20290	stem
AT1G79180	-0.16667	0.00000	-0.16667	-0.17778	-0.10000	stem
AT3G10740	-0.07027	-0.04300	-0.10360	-0.12333	-0.27333	stem
AT5G59305	-0.04444	-0.13725	-0.13725	-0.11111	-0.18487	stem
AT5G12870	-0.19231	-0.02564	-0.18421	-0.19231	-0.02564	stem
AT5G66300	-0.22368	-0.14035	0.02632	-0.14035	-0.14881	stem
AT5G07690	-0.12500	-0.03333	-0.07143	-0.07143	-0.33333	stem
AT5G64120	-0.26087	-0.09420	-0.09420	-0.09420	-0.09420	stem
AT5G05300	-0.19608	-0.19608	-0.02941	-0.02941	-0.19608	stem
AT5G03170	-0.16667	-0.16667	-0.16667	-0.16667	0.00000	stem
AT3G50760	-0.16117	-0.27050	-0.20635	-0.01418	-0.02196	stem
AT3G13980	-0.20000	-0.00870	-0.10000	-0.26667	-0.10000	stem
AT1G08340	-0.19767	-0.19767	0.10952	-0.19767	-0.19767	stem
