gene	lnL	t	S	N	dN/dS	dN	dS	NG.dNdS	NG.dN	NG.dS
AT5G62050	-1904.659677	0.089	373.3	913.7	0.0913	0.0076	0.0836	0.0757	0.0072	0.0945
AT5G62065	-506.7979	0.0443	93.2	266.8	0.0812	0.0038	0.0463	0.0778	0.0037	0.0472
AT5G62070	-1670.66177	0.0261	280.8	907.2	0.1972	0.0044	0.0225	0.2191	0.0045	0.0205
AT5G62080	-424.044659	0.1271	83	193	0.4101	0.0296	0.0721	0.385	0.0291	0.0757
AT5G62090	-3441.522153	0.0296	609.6	1835.4	0.1991	0.0049	0.0247	0.1858	0.0048	0.0257
AT5G62100	-936.440941	0.1442	129.1	473.9	0.2562	0.0296	0.1157	0.3397	0.0323	0.0952
AT5G62110	-2144.219781	0.1906	254.8	1074.2	0.8266	0.0611	0.0739	0.9663	0.0615	0.0636
AT5G62120	-1073.446198	4.024	93.5	332.5	0.1886	0.6899	3.6585	0.491	0.6891	1.4035
AT5G62130	-1527.748138	0.074	291	738	0.3908	0.0171	0.0438	0.3168	0.0159	0.0503
AT5G62140	-1094.633012	0.1331	184.2	529.8	0.1421	0.0173	0.1221	0.1414	0.0174	0.1234
AT5G62160	-1568.683877	0.0812	293.3	774.7	0.1468	0.0104	0.071	0.1502	0.0106	0.0705
AT5G62170	-2721.199032	0.0715	529.4	1330.6	0.449	0.0177	0.0393	0.3501	0.0164	0.0468
AT5G62190	-2744.941512	0.0273	410.6	1596.4	0.0318	0.0013	0.0396	0.0406	0.0013	0.0322
AT5G62200	-821.164603	0.0604	155.4	408.6	0.4481	0.015	0.0336	0.3768	0.0142	0.0376
AT5G62210	-1060.618234	0.171	192.9	473.1	0.2889	0.0333	0.1151	0.2656	0.0328	0.1234
AT5G62240	-1762.32105	0.1638	267.3	857.7	0.3157	0.036	0.1141	0.3307	0.0361	0.1093
AT5G62250	-2304.138651	0.0621	350.5	1290.5	0.2503	0.0126	0.0504	0.2571	0.0126	0.0489
AT5G62280	-1058.057701	0.1159	187.7	517.3	0.1283	0.0137	0.1072	0.1087	0.013	0.1198
AT5G62290	-982.426749	0.0649	149.6	537.4	0.4218	0.0167	0.0395	0.5216	0.0171	0.0328
AT5G62320	-1141.687547	0.1528	210	525	0.2252	0.0257	0.114	0.1798	0.0244	0.1358
AT5G62350	-553.728387	0.047	128.7	264.3	0.098	0.0039	0.0398	0.0593	0.0033	0.0562
AT5G62360	-436.011054	0.149	90.3	200.7	0.071	0.0098	0.1383	0.0603	0.0092	0.1527
AT5G62370	-4362.682324	0.0932	714.1	2234.9	0.1918	0.0154	0.0802	0.1854	0.015	0.0811
AT5G62380	-1458.291333	0.0305	225.1	821.9	0.162	0.0048	0.0297	0.1806	0.0049	0.0271
AT5G62390	-1894.92462	0.0639	291.9	1046.1	0.0602	0.0048	0.0803	0.0621	0.0048	0.0776
AT5G62400	-848.070333	0.1131	162.4	398.6	0.3146	0.0231	0.0735	0.2272	0.021	0.0924
AT5G62410	-4948.38041	0.0522	843.5	2681.5	0.1128	0.006	0.0535	0.1052	0.0059	0.056
AT5G62420	-1353.990896	0.0539	261.8	686.2	0.0828	0.0044	0.0534	0.0636	0.0041	0.0642
AT5G62430	-1222.762906	0.0508	223.2	631.8	0.3384	0.0112	0.0331	0.2764	0.0106	0.0382
AT5G62440	-858.432512	0.0531	134.1	471.9	0.111	0.0064	0.0575	0.1189	0.0064	0.0538
AT5G62460	-1332.031334	0.0944	205.2	697.8	0.0779	0.0085	0.1095	0.0907	0.0087	0.0961
AT5G62470	-1482.278082	0.0452	301.3	742.7	0.193	0.0068	0.0353	0.1437	0.0062	0.0433
AT5G62480	-1022.357278	0.0724	135.3	566.7	0.2216	0.0144	0.0649	0.2822	0.0148	0.0526
AT5G62490	-718.349156	0.0502	161.6	339.4	0.156	0.0061	0.0391	0.0999	0.0052	0.0525
AT5G62500	-1213.555562	0.0509	248.8	612.2	0.2133	0.0082	0.0385	0.1568	0.0075	0.048
AT5G62530	-2374.02171	0.0458	451.2	1216.8	0.0914	0.0041	0.0453	0.0803	0.004	0.0492
AT5G62540	-634.952269	0.0442	104.3	345.7	0.001	0.0001	0.0633	-1	0	0.0634
AT5G62550	-1937.11145	0.1265	321.7	959.3	0.1912	0.0204	0.1069	0.1988	0.0205	0.1031
AT5G62560	-2453.957777	0.0692	456	1224	0.0556	0.0041	0.0739	0.0654	0.0048	0.0735
AT5G62575	-457.437079	0.1163	76.8	223.2	0.2709	0.023	0.0848	0.2662	0.0225	0.0847
AT5G62580	-2677.519838	0.091	446.1	1338.9	0.1912	0.0147	0.0771	0.2113	0.0154	0.0728
AT5G62600	-3970.828486	0.0241	805.7	2065.3	0.0593	0.0015	0.0248	0.0488	0.0014	0.0282
AT5G62610	-1252.810336	0.2001	151.6	613.4	0.3794	0.0504	0.1328	0.577	0.0547	0.0949
AT5G62620	-2963.692629	0.0654	481.2	1558.8	0.0784	0.0058	0.0737	0.0785	0.0057	0.0729
AT5G62630	-2912.595474	0.0394	561.1	1505.9	0.1076	0.004	0.0375	0.0913	0.0038	0.0418
AT5G62650	-2281.684186	0.0648	379.7	1186.3	0.1152	0.0076	0.0655	0.1215	0.0076	0.0622
AT5G62660	-2037.256785	0.4929	261.8	812.2	0.4925	0.1313	0.2666	0.5177	0.13	0.2512
AT5G62670	-4071.518048	0.0611	807.7	2060.3	0.0139	0.001	0.0699	0.012	0.0009	0.0767
AT5G62680	-2695.222811	0.0603	531.7	1316.3	0.1968	0.0092	0.047	0.159	0.0086	0.054
AT5G62730	-2514.674023	0.0757	476.8	1218.2	0.1919	0.0116	0.0602	0.1695	0.011	0.0651
AT5G62750	-417.549771	0.0073	155.7	219.3	0.001	0	0.0059	-1	0	0.0151
AT5G62760	-2901.881045	0.1177	458.6	1437.4	0.2352	0.022	0.0933	0.2589	0.0225	0.0871
AT5G62770	-855.050088	0.0356	164.6	438.4	0.2721	0.0069	0.0252	0.2317	0.0066	0.0283
AT5G62830	-882.332974	0.06	128.9	486.1	1.0983	0.0204	0.0185	1.0324	0.0199	0.0193
AT5G62850	-995.555501	0.0314	194.2	525.8	0.1328	0.0038	0.0285	0.1163	0.0036	0.031
AT5G62880	-915.714369	0.0538	144.9	488.1	0.4255	0.0137	0.0322	0.4505	0.0137	0.0304
AT5G62890	-2201.417292	0.0139	437.9	1158.1	0.1385	0.0017	0.0124	0.1338	0.0017	0.0125
AT5G62900	-490.103037	0.0186	86.2	267.8	0.001	0	0.0254	-1	0	0.0232
AT5G62910	-1390.185456	0.0757	211.2	757.8	0.1642	0.012	0.0728	0.1729	0.012	0.0693
AT5G62920	-834.270562	0.112	147.6	410.4	0.1151	0.0123	0.107	0.1013	0.0118	0.1163
AT5G62930	-1013.308686	0.0705	176.8	516.2	0.1129	0.0078	0.0693	0.1495	0.0095	0.0636
AT5G62940	-1561.578991	0.0189	260.5	864.5	0.399	0.0047	0.0117	0.4026	0.0046	0.0115
AT5G62960	-1495.987088	0.0656	258.9	782.1	0.001	0.0001	0.0877	-1	0	0.088
AT5G62980	-601.722121	0.1345	107.1	285.9	0.2536	0.0249	0.0981	0.221	0.0235	0.1064
AT5G62990	-2139.337458	0.0595	349.8	1123.2	0.1399	0.0081	0.0576	0.1373	0.008	0.0581
AT5G63000	-878.628842	0.0975	180.8	419.2	0.0234	0.0024	0.1023	0.0188	0.0022	0.1174
AT5G63010	-1646.22896	0.1952	235.6	790.4	0.2166	0.0355	0.1641	0.2514	0.0366	0.1455
AT5G63030	-642.013617	0.3956	99.9	275.1	0.0844	0.0339	0.4018	0.0686	0.0316	0.4606
AT5G63040	-1672.058613	0.1075	314.2	783.8	0.3149	0.0221	0.0702	0.2779	0.021	0.0756
AT5G63050	-1468.429321	0.0382	300.4	734.6	0.266	0.0071	0.0266	0.1885	0.0063	0.0336
AT5G63060	-1138.027005	0.0608	189.8	596.2	0.146	0.0084	0.0575	0.1483	0.0084	0.0563
AT5G63070	-691.341816	0.0576	133.1	346.9	0.377	0.0132	0.0349	0.2872	0.0122	0.0426
AT5G63080	-1987.092743	0.0722	347.8	1020.2	0.2876	0.0148	0.0513	0.2373	0.014	0.0588
AT5G63085	-300.424426	0.0274	56	157	99	0.0124	0.0001	-1	0.0119	0
AT5G63087	-386.757778	0.5031	48.9	152.1	0.7776	0.1568	0.2016	0.8095	0.1523	0.1882
AT5G63090	-767.052073	0.0111	150.5	404.5	0.3581	0.0025	0.0069	0.3153	0.0024	0.0075
AT5G63100	-1469.929689	0.0809	242	745	0.2318	0.0149	0.0642	0.2383	0.0148	0.062
AT5G63120	-2125.456855	0.0491	393.1	1103.9	0.0506	0.0028	0.0545	0.0653	0.0035	0.0542
AT5G63130	-858.276105	0.0813	135.8	434.2	0.2068	0.0142	0.0684	0.2171	0.0142	0.0654
AT5G63135	-432.069132	0.1067	62.9	234.1	0.0617	0.0084	0.1365	0.0681	0.0085	0.125
AT5G63140	-1717.35951	0.0962	286.9	865.1	0.0931	0.0094	0.1006	0.0882	0.0091	0.1034
AT5G63150	-600.455065	0.0928	88.8	319.2	0.353	0.0221	0.0626	0.3523	0.0219	0.0622
AT5G63170	-1308.16562	0.0368	266.9	666.1	0.224	0.0062	0.0275	0.1843	0.0057	0.031
AT5G63180	-1754.581243	0.0436	297	933	0.0645	0.0032	0.05	0.0624	0.0032	0.0509
AT5G63190	-3100.004098	0.0919	572.3	1533.7	0.0691	0.0066	0.0951	0.0593	0.0062	0.1054
AT5G63200	-2800.658823	0.0547	526.6	1423.4	0.3485	0.0121	0.0348	0.301	0.0115	0.0381
AT5G63220	-1390.578714	0.0567	261	711	0.102	0.0056	0.055	0.0864	0.0053	0.0617
AT5G63230	-474.704271	0.0371	81.7	251.3	0.935	0.0121	0.013	0.8908	0.0118	0.0132
AT5G63260	-1883.818762	0.048	292.9	1009.1	0.4105	0.0121	0.0294	0.4741	0.0125	0.0263
AT5G63270	-334.608032	0.0382	86.6	153.4	0.2897	0.0067	0.0233	0.1284	0.0053	0.0411
AT5G63280	-1197.610223	0.0815	204.6	605.4	0.2382	0.015	0.0631	0.2068	0.0144	0.0698
AT5G63290	-2087.631673	0.0537	354.4	1097.6	0.2415	0.0101	0.0419	0.2339	0.0099	0.0425
AT5G63300	-1118.252959	0.6845	129.3	419.7	0.9087	0.2229	0.2453	0.9949	0.223	0.2241
AT5G63310	-743.210928	0.0503	138.6	380.4	0.1085	0.0052	0.0484	0.1018	0.0051	0.0499
AT5G63390	-1414.858101	0.1166	241.5	676.5	0.396	0.0277	0.07	0.3734	0.0271	0.0727
AT5G63400	-1013.959995	0.0211	251.8	486.2	0.001	0	0.0206	-1	0	0.029
AT5G63410	-2961.18777	0.0688	531.5	1508.5	0.1249	0.0081	0.065	0.1121	0.008	0.0716
AT5G63420	-3944.073691	0.0582	710.6	2025.4	0.2306	0.0104	0.0451	0.2199	0.0101	0.0461
AT5G63440	-1005.12388	0.0666	173.8	522.2	0.0231	0.0019	0.0831	0.0226	0.0019	0.0835
AT5G63460	-520.84734	0.0495	105.9	260.1	0.2047	0.0078	0.038	0.1524	0.0072	0.0473
AT5G63480	-782.00908	0.1112	122	403	0.1755	0.0177	0.101	0.1917	0.0178	0.0927
AT5G63490	-2287.049818	0.0507	420.4	1211.6	0.0423	0.0025	0.0585	0.0424	0.0024	0.0575
AT5G63500	-282.056254	0.0306	54.5	152.5	0.3065	0.0064	0.0209	0.3415	0.0065	0.0191
AT5G63510	-1064.621548	0.0325	257.7	498.3	0.0756	0.0021	0.0277	0.0506	0.0018	0.0357
AT5G63520	-1924.997137	0.0464	333.4	1025.6	0.2446	0.0088	0.036	0.2508	0.0087	0.0348
AT5G63550	-2075.223223	0.0243	353	1255	0.1787	0.004	0.0226	0.1662	0.004	0.0238
AT5G63560	-1907.232062	0.0893	369.3	908.7	0.0926	0.0078	0.0839	0.0787	0.0073	0.0932
AT5G63570	-2024.631127	0.0561	405.8	1016.2	0.0156	0.001	0.063	0.0135	0.0009	0.0692
AT5G63620	-1919.131514	0.1154	337.8	946.2	0.1037	0.0117	0.1133	0.1027	0.0115	0.1117
AT5G63630	-3217.481238	0.1016	497.2	1635.8	0.2348	0.0192	0.0819	0.2491	0.0193	0.0774
AT5G63640	-1856.500537	0.0253	354	987	0.2008	0.0041	0.0205	0.1761	0.0039	0.0223
AT5G63660	-307.423697	0.0562	55.6	163.4	1.0244	0.0189	0.0184	0.8244	0.0177	0.0214
AT5G63670	-478.460201	0.0093	114.2	233.8	0.001	0	0.0094	-1	0	0.0131
AT5G63680	-2149.52222	0.0445	415.7	1114.3	0.0362	0.0018	0.0498	0.0324	0.0017	0.0533
AT5G63690	-629.901921	0.1418	101.7	312.3	0.0589	0.0096	0.163	0.0577	0.0095	0.164
AT5G63700	-2358.400538	0.0392	477.3	1223.7	0.3938	0.0091	0.0232	0.262	0.0082	0.0314
AT5G63710	-2586.212464	0.0304	521.1	1320.9	0.0813	0.0024	0.0297	0.0739	0.0025	0.0338
AT5G63730	-1655.129183	0.0548	234.7	917.3	0.2297	0.0109	0.0473	0.2646	0.0111	0.042
AT5G63740	-555.863801	0.0654	97.3	286.7	0.1906	0.0105	0.0551	0.1649	0.0101	0.0613
AT5G63750	-2310.700671	0.0819	350.6	1197.4	0.6302	0.0241	0.0382	0.6195	0.0238	0.0385
AT5G63760	-1844.235515	0.048	270.2	1007.8	0.7546	0.015	0.0198	0.8174	0.0151	0.0185
AT5G63770	-3085.826795	0.0626	511.3	1621.7	0.116	0.0074	0.0637	0.118	0.0073	0.0621
AT5G63780	-1576.976927	0.052	289.3	811.7	0.1664	0.0075	0.045	0.1532	0.0072	0.047
AT5G63790	-1129.038642	0.0391	201	603	0.0781	0.0033	0.0422	0.0683	0.0032	0.0468
AT5G63810	-2985.360133	0.0688	475.2	1564.8	0.1447	0.0097	0.0667	0.1457	0.0096	0.0657
AT5G63820	-1137.93514	0.2562	167.5	504.5	0.7843	0.0799	0.1019	0.7073	0.0765	0.1082
AT5G63830	-1850.177774	0.1149	303.4	908.6	0.3507	0.0262	0.0746	0.3273	0.0256	0.0781
AT5G63850	-1997.516353	0.0493	370.7	1027.3	0.0541	0.0029	0.0539	0.0503	0.0028	0.0561
AT5G63890	-2004.909638	0.0613	347.6	1059.4	0.0383	0.0028	0.074	0.0398	0.0028	0.0708
AT5G63900	-2425.429276	0.067	407.2	1257.8	0.3433	0.0152	0.0443	0.2996	0.0147	0.049
AT5G63905	-321.324673	0.0546	70.9	157.1	0.4594	0.0133	0.029	0.273	0.0113	0.0414
AT5G63910	-2273.446053	0.107	430.8	1069.2	0.1468	0.0134	0.091	0.1173	0.0124	0.106
AT5G63920	-3992.666595	0.0473	690.9	2078.1	0.3568	0.0109	0.0305	0.3485	0.0107	0.0307
AT5G63950	-4617.959719	0.033	705.8	2576.2	0.3533	0.0079	0.0223	0.4089	0.0081	0.0198
AT5G63960	-4197.674979	0.0319	722.7	2277.3	0.0594	0.0022	0.0371	0.0585	0.0022	0.0371
AT5G63970	-1628.158525	0.2644	208.3	745.7	0.3826	0.0652	0.1704	0.4746	0.0682	0.1437
AT5G63980	-1715.460847	0.044	336.1	881.9	0.1118	0.0046	0.0411	0.1026	0.0044	0.0431
AT5G63990	-1479.767617	0.0299	244.6	820.4	0.1805	0.0049	0.027	0.2203	0.005	0.0228
AT5G64010	-1086.688173	0.1126	187.1	520.9	0.3021	0.0233	0.0771	0.2966	0.0229	0.0774
AT5G64030	-3502.149693	0.046	606.5	1856.5	0.2413	0.0086	0.0358	0.2286	0.0084	0.0369
AT5G64040	-723.076736	0.0539	113.8	399.2	0.001	0.0001	0.0807	-1	0	0.0714
AT5G64050	-2485.219095	0.0721	438.4	1271.6	0.072	0.0056	0.0775	0.0813	0.0062	0.0762
AT5G64060	-1557.096952	0.0524	215.4	870.6	0.2654	0.0113	0.0425	0.3693	0.0121	0.0327
AT5G64080	-799.24224	0.0871	167.9	378.1	0.277	0.0161	0.0581	0.2467	0.0153	0.0622
AT5G64100	-1110.235625	0.0576	233	529	0.1703	0.0077	0.0453	0.1396	0.0072	0.0514
AT5G64110	-864.080637	0.0689	172.9	412.1	0.3874	0.0157	0.0404	0.3952	0.0163	0.0411
AT5G64120	-1434.017658	0.0613	279.2	704.8	0.1329	0.0072	0.0539	0.1188	0.0069	0.0578
AT5G64130	-487.18443	0.0457	110.4	243.6	0.001	0	0.0487	-1	0	0.0606
AT5G64150	-1682.391772	0.1227	285	810	0.198	0.0199	0.1006	0.1878	0.0194	0.1032
AT5G64170	-2609.73961	0.0437	419.8	1428.2	0.3197	0.0098	0.0307	0.3203	0.0097	0.0304
AT5G64180	-702.313671	0.1086	151.7	322.3	0.199	0.0158	0.0795	0.1319	0.0139	0.1056
AT5G64190	-2190.909007	0.0539	359.9	1149.1	0.2599	0.0107	0.0412	0.2754	0.0109	0.0395
AT5G64200	-1289.386928	0.0461	228.2	683.8	0.0554	0.0029	0.0526	0.0576	0.0029	0.0506
AT5G64230	-1675.368458	0.0752	288	837	0.3501	0.017	0.0485	0.3403	0.0166	0.0489
AT5G64270	-5321.683473	0.0468	947.7	2844.3	0.0179	0.0011	0.0592	0.0174	0.001	0.0598
AT5G64280	-2127.853849	0.069	427.2	1030.8	0.1104	0.0068	0.0619	0.0982	0.0065	0.0663
AT5G64290	-2240.58881	0.0397	457	1127	0.2029	0.0062	0.0306	0.1904	0.006	0.0317
AT5G64300	-2308.157549	0.0508	405.3	1211.7	0.1998	0.0085	0.0423	0.2225	0.0087	0.0392
AT5G64310	-555.225936	0.1183	133.7	259.3	0.1775	0.0153	0.0862	0.1621	0.0147	0.0904
AT5G64320	-3268.713325	0.1093	523.7	1648.3	0.1882	0.0179	0.0949	0.1865	0.0175	0.094
AT5G64340	-1556.248409	0.0666	267	792	0.7982	0.0209	0.0261	0.7842	0.0207	0.0264
AT5G64350	-491.670975	0.0763	103.6	232.4	0.0609	0.0044	0.0725	0.0431	0.0039	0.0913
AT5G64360	-962.017834	0.0516	134.7	552.3	0.0223	0.0018	0.0803	0.0309	0.0019	0.0608
AT5G64370	-1818.003141	0.101	274.1	949.9	0.0396	0.0052	0.1322	0.045	0.0053	0.1184
AT5G64380	-1886.612478	0.142	322.6	886.4	0.1883	0.022	0.1169	0.1789	0.0214	0.1195
AT5G64390	-3624.529181	0.0246	598.1	1996.9	0.069	0.002	0.0289	0.0795	0.002	0.0257
AT5G64420	-5465.207432	0.0383	1014.4	2876.6	0.2271	0.0068	0.0298	0.1991	0.0065	0.0328
AT5G64440	-2680.984087	0.0853	467	1354	0.1299	0.0105	0.0806	0.1284	0.0103	0.08
AT5G64470	-1230.025565	0.1116	221.6	585.4	0.1673	0.0157	0.094	0.1349	0.0147	0.1088
AT5G64480	-811.352234	0.116	103.1	436.9	0.179	0.0206	0.1151	0.23	0.0214	0.0932
AT5G64500	-2008.935018	0.0312	377.3	1074.7	0.1266	0.0037	0.0294	0.1276	0.0037	0.0287
AT5G64510	-1101.827058	0.0569	171.1	602.9	0.347	0.0134	0.0386	0.4376	0.0139	0.0318
AT5G64520	-1170.630933	0.1055	198.9	572.1	0.4908	0.0277	0.0565	0.4389	0.0267	0.0608
AT5G64530	-788.97317	0.0214	176.1	387.9	99	0.0103	0.0001	-1	0.0091	0
AT5G64550	-2722.537651	0.0473	459.9	1436.1	0.1505	0.0067	0.0442	0.2038	0.008	0.0394
AT5G64560	-1690.371969	0.0453	300.2	884.8	0.1328	0.0057	0.0429	0.1273	0.0056	0.0437
AT5G64570	-3544.215753	0.1039	646	1706	0.0731	0.0077	0.1057	0.0642	0.0074	0.1149
AT5G64580	-2656.149107	0.1095	465.3	1352.7	0.0224	0.003	0.1339	0.0209	0.0029	0.1384
AT5G64600	-1355.739273	0.0571	240.4	695.6	0.2262	0.0101	0.0448	0.2049	0.0098	0.0478
AT5G64610	-1821.952513	0.0118	219.8	1115.2	0.1222	0.0018	0.0147	0.1853	0.0019	0.0104
AT5G64620	-813.391058	0.1052	148.6	388.4	0.497	0.0274	0.0551	0.484	0.0269	0.0556
AT5G64640	-2387.990055	0.0556	473.3	1176.7	0.1452	0.0069	0.0474	0.1162	0.0064	0.0551
AT5G64650	-681.628627	0.0477	123.6	356.4	0.0519	0.0028	0.0537	0.0532	0.0028	0.0522
AT5G64660	-1834.194648	0.0671	329	928	0.1211	0.0077	0.0637	0.1092	0.0074	0.0679
AT5G64667	-407.287472	0.0784	73	200	2.1192	0.0304	0.0144	1.9821	0.0298	0.015
AT5G64670	-1217.31339	0.0637	221.5	621.5	0.0454	0.0033	0.0717	0.0411	0.0031	0.0766
AT5G64680	-867.490885	0.0403	143.7	468.3	0.4908	0.0108	0.022	0.5101	0.0108	0.0211
AT5G64690	-1475.963842	0.1019	275.1	765.9	1.2484	0.0359	0.0287	0.9736	0.0332	0.0341
AT5G64700	-1534.502228	0.0468	334.2	742.8	0.2587	0.0083	0.0319	0.1866	0.0074	0.0395
AT5G64710	-3792.107155	0.0816	618.5	1955.5	0.3477	0.0188	0.0539	0.3326	0.0183	0.0551
AT5G64720	-662.784733	0.0639	108.8	353.2	0.0782	0.0056	0.0722	0.0873	0.0057	0.0656
AT5G64740	-4676.832689	0.0654	832.6	2410.4	0.0265	0.0021	0.0788	0.0242	0.002	0.0831
AT5G64750	-1673.030443	0.0397	344.3	831.7	0.4536	0.0098	0.0215	0.36	0.009	0.0251
AT5G64760	-1810.450482	0.0206	429.2	896.8	0.6229	0.0057	0.0092	0.3485	0.0048	0.0139
AT5G64770	-337.893612	0.0388	54.2	182.8	0.5738	0.0111	0.0193	0.6319	0.0112	0.0177
AT5G64780	-753.827363	0.0598	107.8	411.2	0.5695	0.0172	0.0303	0.6981	0.0178	0.0254
AT5G64790	-2029.540684	0.0382	408.9	1046.1	0.0224	0.001	0.0428	0.0172	0.0009	0.0513
AT5G64800	-303.287064	0.1079	51.7	149.3	0.856	0.0345	0.0403	0.7162	0.0328	0.0458
AT5G64810	-792.078152	0.0273	91.5	490.5	0.1131	0.0041	0.036	0.1698	0.0043	0.0255
AT5G64813	-1497.483058	0.0725	259.7	766.3	0.0866	0.0066	0.0761	0.0868	0.0065	0.0748
AT5G64816	-567.229044	0.0988	93.1	290.9	0.0602	0.0069	0.1143	0.0646	0.0069	0.1061
AT5G64820	-660.773487	0.1172	111.4	335.6	0.2002	0.0196	0.0978	0.1802	0.0188	0.1045
AT5G64830	-1692.595482	0.0891	256.6	883.4	0.332	0.0204	0.0616	0.3547	0.0205	0.0579
AT5G64840	-2961.059532	0.059	496.6	1585.4	0.0447	0.0032	0.0721	0.0467	0.0034	0.0731
AT5G64850	-478.065168	0.0357	120.7	221.3	0.5466	0.0092	0.0168	0.2597	0.0074	0.0286
AT5G64860	-2631.650784	0.1247	404.5	1284.5	0.4184	0.0312	0.0745	0.4741	0.032	0.0675
AT5G64870	-1980.683916	0.0378	402.1	1034.9	0.023	0.001	0.0425	0.0178	0.0009	0.0507
AT5G64880	-749.945516	0.0679	137.1	372.9	0.1956	0.0107	0.055	0.169	0.0103	0.061
AT5G64890	-519.365243	0.2018	66.8	251.2	0.574	0.0582	0.1014	0.6877	0.0595	0.0866
AT5G64905	-453.56131	0.1856	56.8	228.2	0.224	0.0366	0.1634	0.3032	0.0393	0.1296
AT5G64910	-2066.006504	0.1404	278	1084	0.3045	0.0319	0.1048	0.3526	0.0327	0.0926
AT5G64920	-1516.633276	0.1316	262.6	724.4	0.294	0.0268	0.091	0.2761	0.0262	0.0949
AT5G64930	-2522.790568	0.0874	442.4	1234.6	0.6888	0.026	0.0378	0.6107	0.0249	0.0408
AT5G64940	-3157.379839	0.037	569.6	1689.4	0.1444	0.0049	0.0342	0.1387	0.0049	0.0356
AT5G64950	-1668.344953	0.075	241.4	886.6	0.407	0.0191	0.0468	0.5014	0.0198	0.0396
AT5G64970	-1908.28024	0.0909	321	957	0.2168	0.0159	0.0733	0.2222	0.0157	0.0706
AT5G64980	-1572.368258	0.11	257.7	765.3	0.5123	0.0296	0.0577	0.4748	0.0287	0.0604
AT5G64990	-879.475069	0.0672	121.5	496.5	0.019	0.002	0.1057	0.0248	0.0021	0.0841
AT5G65000	-1351.378812	0.0217	293.5	681.5	0.0744	0.0015	0.0205	0.0555	0.0014	0.0248
AT5G65010	-2455.468014	0.0597	419.2	1296.8	0.0432	0.0031	0.0718	0.0423	0.003	0.0718
AT5G65020	-1344.830034	0.0475	231.1	719.9	0.0229	0.0014	0.0609	0.0221	0.0014	0.0618
AT5G65030	-895.976717	0.0924	154.8	451.2	0.5212	0.0249	0.0479	0.4405	0.0237	0.0538
AT5G65040	-468.212977	0.0178	90.4	248.6	99	0.0081	0.0001	-1	0.0076	0
AT5G65090	-2187.135187	0.0306	360.4	1220.6	0.001	0	0.0445	-1	0	0.0432
AT5G65100	-1556.654793	0.1093	222.7	818.3	0.1759	0.0182	0.1035	0.1789	0.0183	0.1021
AT5G65110	-3050.857585	0.0886	536.6	1530.4	0.0534	0.0053	0.0988	0.0487	0.0051	0.1046
AT5G65120	-1411.323173	0.1053	198.5	755.5	0.2205	0.0202	0.0917	0.2616	0.021	0.0801
AT5G65130	-1325.679301	0.1441	212	634	0.3056	0.0306	0.1001	0.2929	0.0299	0.1022
AT5G65140	-1554.403965	0.035	302.2	804.8	0.0315	0.0012	0.0394	0.0259	0.0012	0.0451
AT5G65158	-439.752998	0.0743	90.5	221.5	0.001	0.0001	0.0853	-1	0	0.1078
AT5G65160	-2476.145746	0.0316	465.7	1298.3	0.1003	0.0031	0.0311	0.0857	0.003	0.0346
AT5G65165	-1396.540678	0.0991	221.7	705.3	0.111	0.0113	0.1021	0.108	0.0112	0.1036
AT5G65170	-1255.143284	0.0737	230.3	621.7	0.3461	0.0163	0.047	0.3166	0.0157	0.0496
AT5G65180	-1891.629305	0.0549	297.5	1019.5	0.2906	0.0118	0.0406	0.3216	0.0119	0.0371
AT5G65200	-2399.546906	0.0844	429.5	1208.5	0.001	0.0001	0.107	0.0075	0.0008	0.1073
AT5G65205	-1028.687003	0.0669	176.1	543.9	0.0453	0.0036	0.08	0.047	0.0036	0.0767
AT5G65207	-306.803175	0.1271	40.2	175.8	0.1833	0.0232	0.1264	0.2548	0.0238	0.0935
AT5G65210	-1560.981173	0.0411	279.4	818.6	0.0845	0.0036	0.0432	0.0785	0.0035	0.0452
AT5G65220	-751.667325	0.0829	118.4	397.6	0.0802	0.0076	0.0949	0.093	0.0077	0.0833
AT5G65230	-1303.706139	0.0299	213	714	0.5482	0.0084	0.0153	0.5515	0.0083	0.0151
AT5G65250	-744.565831	0.0869	123.4	380.6	0.1281	0.0109	0.0848	0.1262	0.0106	0.0843
AT5G65260	-896.794876	0.0249	183.9	476.1	0.001	0	0.0297	-1	0	0.035
AT5G65270	-960.820103	0.0514	180.4	497.6	0.077	0.0041	0.0532	0.0646	0.0038	0.0596
AT5G65280	-1058.425478	0.1207	211.9	472.1	0.4429	0.0289	0.0653	0.3734	0.0273	0.073
AT5G65290	-3076.685107	0.0293	609.9	1589.1	0.0625	0.0019	0.0303	0.0528	0.0018	0.0338
AT5G65300	-661.646591	0.0829	98.8	348.2	0.1406	0.0117	0.0836	0.1588	0.012	0.0756
AT5G65330	-1580.409221	0.1242	302.4	735.6	0.7559	0.0379	0.0501	0.4588	0.0325	0.0709
AT5G65340	-1114.246655	0.0758	225.3	533.7	0.2477	0.0133	0.0536	0.2049	0.0124	0.0605
AT5G65370	-1358.841268	0.1285	223.4	661.6	0.3267	0.0282	0.0863	0.2736	0.0266	0.0974
AT5G65380	-2086.303789	0.0487	413.9	1044.1	0.1676	0.0067	0.0402	0.148	0.0064	0.0432
AT5G65400	-1171.626184	0.1273	207.2	551.8	0.3409	0.0278	0.0814	0.3121	0.0271	0.0868
